4	0	11	-43	31	1422646304	0
4	0	11	-43	31	1422646304	1
4	0	11	-43	31	1422646304	2
4	0	11	-43	31	1422646304	3
4	0	11	-43	31	1422646304	4
4	0	11	-43	31	1422646304	5
4	0	11	-43	31	1422646304	6
4	0	11	-43	31	1422646304	7
4	0	11	-43	31	1422646304	8
4	0	11	-43	31	1422646304	9
5	0	11	-47	31	1422646304	0
5	0	11	-47	31	1422646304	1
5	0	11	-47	31	1422646304	2
5	0	11	-47	31	1422646304	3
5	0	11	-47	31	1422646304	4
5	0	11	-47	31	1422646304	5
5	0	11	-47	31	1422646304	6
5	0	11	-47	31	1422646304	7
5	0	11	-47	31	1422646304	8
5	0	11	-49	31	1422646304	9
6	0	11	-54	31	1422646304	0
6	0	11	-54	31	1422646304	1
6	0	11	-54	31	1422646304	2
6	0	11	-54	31	1422646304	3
6	0	11	-54	31	1422646304	4
6	0	11	-54	31	1422646304	5
6	0	11	-54	31	1422646304	6
6	0	11	-54	31	1422646304	7
6	0	11	-55	31	1422646304	8
6	0	11	-54	31	1422646304	9
0	4	11	-44	31	1422646305	0
0	4	11	-44	31	1422646305	1
0	4	11	-43	31	1422646305	2
0	4	11	-44	31	1422646305	3
0	4	11	-44	31	1422646305	4
0	4	11	-44	31	1422646305	5
0	4	11	-45	31	1422646305	6
0	4	11	-44	31	1422646305	7
0	4	11	-44	31	1422646305	8
0	4	11	-44	31	1422646305	9
5	4	11	-60	31	1422646305	0
5	4	11	-60	31	1422646305	1
5	4	11	-61	31	1422646305	2
5	4	11	-61	31	1422646305	3
5	4	11	-60	31	1422646305	4
5	4	11	-61	31	1422646305	5
5	4	11	-60	31	1422646305	6
5	4	11	-61	31	1422646305	7
5	4	11	-61	31	1422646305	8
5	4	11	-61	31	1422646305	9
6	4	11	-59	31	1422646305	0
6	4	11	-59	31	1422646305	1
6	4	11	-59	31	1422646305	2
6	4	11	-60	31	1422646305	3
6	4	11	-59	31	1422646305	4
6	4	11	-59	31	1422646305	5
6	4	11	-56	31	1422646305	6
6	4	11	-59	31	1422646305	7
6	4	11	-59	31	1422646305	8
6	4	11	-59	31	1422646305	9
0	5	11	-45	31	1422646305	0
0	5	11	-45	31	1422646305	1
0	5	11	-45	31	1422646305	2
0	5	11	-45	31	1422646305	3
0	5	11	-45	31	1422646305	4
0	5	11	-45	31	1422646305	5
0	5	11	-45	31	1422646305	6
0	5	11	-45	31	1422646305	7
0	5	11	-45	31	1422646305	8
0	5	11	-45	31	1422646305	9
4	5	11	-55	31	1422646305	0
4	5	11	-55	31	1422646305	1
4	5	11	-55	31	1422646305	2
4	5	11	-55	31	1422646305	3
4	5	11	-55	31	1422646305	4
4	5	11	-55	31	1422646305	5
4	5	11	-55	31	1422646305	6
4	5	11	-55	31	1422646305	7
4	5	11	-55	31	1422646305	8
4	5	11	-55	31	1422646305	9
6	5	11	-35	31	1422646305	0
6	5	11	-35	31	1422646305	1
6	5	11	-33	31	1422646305	2
6	5	11	-35	31	1422646305	3
6	5	11	-34	31	1422646305	4
6	5	11	-36	31	1422646305	5
6	5	11	-33	31	1422646305	6
6	5	11	-36	31	1422646305	7
6	5	11	-36	31	1422646305	8
6	5	11	-36	31	1422646305	9
0	6	11	-55	31	1422646306	0
0	6	11	-55	31	1422646306	1
0	6	11	-55	31	1422646306	2
0	6	11	-55	31	1422646306	3
0	6	11	-55	31	1422646306	4
0	6	11	-55	31	1422646306	5
0	6	11	-55	31	1422646306	6
0	6	11	-55	31	1422646306	7
0	6	11	-55	31	1422646306	8
0	6	11	-55	31	1422646306	9
4	6	11	-56	31	1422646306	0
4	6	11	-59	31	1422646306	1
4	6	11	-59	31	1422646306	2
4	6	11	-56	31	1422646306	3
4	6	11	-56	31	1422646306	4
4	6	11	-59	31	1422646306	5
4	6	11	-59	31	1422646306	6
4	6	11	-57	31	1422646306	7
4	6	11	-57	31	1422646306	8
4	6	11	-60	31	1422646306	9
5	6	11	-39	31	1422646306	0
5	6	11	-39	31	1422646306	1
5	6	11	-39	31	1422646306	2
5	6	11	-39	31	1422646306	3
5	6	11	-39	31	1422646306	4
5	6	11	-39	31	1422646306	5
5	6	11	-39	31	1422646306	6
5	6	11	-39	31	1422646306	7
5	6	11	-39	31	1422646306	8
5	6	11	-39	31	1422646306	9
4	0	12	-42	31	1422646307	0
4	0	12	-42	31	1422646307	1
4	0	12	-42	31	1422646307	2
4	0	12	-42	31	1422646307	3
4	0	12	-42	31	1422646307	4
4	0	12	-42	31	1422646307	5
4	0	12	-42	31	1422646307	6
4	0	12	-42	31	1422646307	7
4	0	12	-42	31	1422646307	8
4	0	12	-42	31	1422646307	9
5	0	12	-49	31	1422646307	0
5	0	12	-45	31	1422646307	1
5	0	12	-45	31	1422646307	2
5	0	12	-45	31	1422646307	3
5	0	12	-45	31	1422646307	4
5	0	12	-45	31	1422646307	5
5	0	12	-45	31	1422646307	6
5	0	12	-45	31	1422646307	7
5	0	12	-49	31	1422646307	8
5	0	12	-45	31	1422646307	9
6	0	12	-55	31	1422646307	0
6	0	12	-55	31	1422646307	1
6	0	12	-55	31	1422646307	2
6	0	12	-55	31	1422646307	3
6	0	12	-55	31	1422646307	4
6	0	12	-55	31	1422646307	5
6	0	12	-55	31	1422646307	6
6	0	12	-55	31	1422646307	7
